Starttid;Sluttid;Övning;Vikt;Reps;Anteckningar;Kcal;Distans;Tid;Kategori;Namn;Kroppsvikt
2019-12-07 12:57;2019-12-07 14:27;"Machine Lateral Raise";25;11;"";;;;Delts;"5. Upper";82.1
2019-12-06 16:43;2019-12-06 18:00;"Romanian Deadlift";105;9;"";;;;Hamstrings;"4. Lower";81.6
2019-12-06 16:43;2019-12-06 18:00;"Romanian Deadlift";105;7;"";;;;Hamstrings;"4. Lower";81.6
2019-12-06 16:43;2019-12-06 18:00;"Romanian Deadlift";105;6;"";;;;Hamstrings;"4. Lower";81.6
2019-12-06 16:43;2019-12-06 18:00;"Feet forward Smith Squat";65;12;"2rir";;;;Quads & Glutes;"4. Lower";81.6
2019-12-06 16:43;2019-12-06 18:00;"Feet forward Smith Squat";65;10;"";;;;Quads & Glutes;"4. Lower";81.6
2019-12-06 16:43;2019-12-06 18:00;"Feet forward Smith Squat";65;9;"";;;;Quads & Glutes;"4. Lower";81.6
2019-12-06 16:43;2019-12-06 18:00;"Feet forward Smith Squat";65;8;"";;;;Quads & Glutes;"4. Lower";81.6
2019-12-06 16:43;2019-12-06 18:00;"Smith Calf Press";65;15;"2rir";;;;Calves;"4. Lower";81.6
2019-12-06 16:43;2019-12-06 18:00;"Smith Calf Press";65;13;"";;;;Calves;"4. Lower";81.6
2019-12-06 16:43;2019-12-06 18:00;"Smith Calf Press";65;12;"";;;;Calves;"4. Lower";81.6
2019-12-06 16:43;2019-12-06 18:00;"Smith Calf Press";65;11;"";;;;Calves;"4. Lower";81.6
2019-12-06 16:43;2019-12-06 18:00;"Lying Leg Curl";25;18;"+1";;;;Hamstrings;"4. Lower";81.6
2019-12-06 16:43;2019-12-06 18:00;"Lying Leg Curl";25;14;"";;;;Hamstrings;"4. Lower";81.6
2019-12-06 16:43;2019-12-06 18:00;"Lying Leg Curl";25;11;"";;;;Hamstrings;"4. Lower";81.6
2019-12-06 16:43;2019-12-06 18:00;"Technogym Leg Extension";50;20;"+1";;;;Quads & Glutes;"4. Lower";81.6
2019-12-06 16:43;2019-12-06 18:00;"Technogym Leg Extension";50;16;"";;;;Quads & Glutes;"4. Lower";81.6
2019-12-06 16:43;2019-12-06 18:00;"Technogym Leg Extension";50;15;"";;;;Quads & Glutes;"4. Lower";81.6
2019-12-06 16:43;2019-12-06 18:00;"Technogym Leg Extension";50;15;"";;;;Quads & Glutes;"4. Lower";81.6
2019-12-06 16:43;2019-12-06 18:00;"Crunch on Bosuball";0;15;"+1";;;;Abs;"4. Lower";81.6
2019-12-06 16:43;2019-12-06 18:00;"Crunch on Bosuball";0;10;"";;;;Abs;"4. Lower";81.6
2019-12-06 16:43;2019-12-06 18:00;"Crunch on Bosuball";0;8;"";;;;Abs;"4. Lower";81.6
2019-12-05 17:50;2019-12-05 19:16;"Incline Bench Press 30’";65;13;"2rir";;;;Chest;"3. Upper";81.6
2019-12-05 17:50;2019-12-05 19:16;"Incline Bench Press 30’";65;11;"";;;;Chest;"3. Upper";81.6
2019-12-05 17:50;2019-12-05 19:16;"Incline Bench Press 30’";65;9;"";;;;Chest;"3. Upper";81.6
2019-12-05 17:50;2019-12-05 19:16;"Lat Pulldown";70;11;"";;;;Back;"3. Upper";81.6
2019-12-05 17:50;2019-12-05 19:16;"Lat Pulldown";70;10;"";;;;Back;"3. Upper";81.6
2019-12-05 17:50;2019-12-05 19:16;"Lat Pulldown";70;9;"";;;;Back;"3. Upper";81.6
2019-12-05 17:50;2019-12-05 19:16;"DB Press";35;12;"+1";;;;Chest;"3. Upper";81.6
2019-12-05 17:50;2019-12-05 19:16;"DB Press";35;10;"";;;;Chest;"3. Upper";81.6
2019-12-05 17:50;2019-12-05 19:16;"DB Press";35;9;"";;;;Chest;"3. Upper";81.6
2019-12-05 17:50;2019-12-05 19:16;"Cable Row TRYON Hammer Grip";65;13;"2rir";;;;Back;"3. Upper";81.6
2019-12-05 17:50;2019-12-05 19:16;"Cable Row TRYON Hammer Grip";65;11;"";;;;Back;"3. Upper";81.6
2019-12-05 17:50;2019-12-05 19:16;"Cable Row TRYON Hammer Grip";65;10;"";;;;Back;"3. Upper";81.6
2019-12-05 17:50;2019-12-05 19:16;"Cable Curl";20;17;"+1";;;;Biceps;"3. Upper";81.6
2019-12-05 17:50;2019-12-05 19:16;"Cable Curl";20;14;"Fast vila nästa gång";;;;Biceps;"3. Upper";81.6
2019-12-05 17:50;2019-12-05 19:16;"Cable Curl";20;10;"";;;;Biceps;"3. Upper";81.6
2019-12-05 17:50;2019-12-05 19:16;"Cable Curl";20;8;" ";;;;Biceps;"3. Upper";81.6
2019-12-05 17:50;2019-12-05 19:16;"Pushdowns";25;19;"+1";;;;Triceps;"3. Upper";81.6
2019-12-05 17:50;2019-12-05 19:16;"Pushdowns";25;12;"";;;;Triceps;"3. Upper";81.6
2019-12-05 17:50;2019-12-05 19:16;"Pushdowns";25;10;"";;;;Triceps;"3. Upper";81.6
2019-12-05 17:50;2019-12-05 19:16;"Pushdowns";25;8;"";;;;Triceps;"3. Upper";81.6
2019-12-05 17:50;2019-12-05 19:16;"Upright Barbell Row";30;14;"";;;;Delts;"3. Upper";81.6
2019-12-05 17:50;2019-12-05 19:16;"Upright Barbell Row";30;11;"";;;;Delts;"3. Upper";81.6
2019-12-05 17:50;2019-12-05 19:16;"Upright Barbell Row";30;9;"Glönde 10";;;;Delts;"3. Upper";81.6
2019-12-05 17:50;2019-12-05 19:16;"Upright Barbell Row";30;9;"";;;;Delts;"3. Upper";81.6
2019-12-03 16:05;2019-12-03 17:35;"High Bar Squat";100;8;"";;;;Quads & Glutes;"2. Lower ";81.5
2019-12-03 16:05;2019-12-03 17:35;"High Bar Squat";100;7;"";;;;Quads & Glutes;"2. Lower ";81.5
2019-12-03 16:05;2019-12-03 17:35;"High Bar Squat";100;6;"";;;;Quads & Glutes;"2. Lower ";81.5
2019-12-03 16:05;2019-12-03 17:35;"High Bar Squat";100;6;"";;;;Quads & Glutes;"2. Lower ";81.5
2019-12-03 16:05;2019-12-03 17:35;"Back Extension";0;11;"+1";;;;Hamstrings;"2. Lower ";81.5
2019-12-03 16:05;2019-12-03 17:35;"Back Extension";0;9;"";;;;Hamstrings;"2. Lower ";81.5
2019-12-03 16:05;2019-12-03 17:35;"Back Extension";0;8;"";;;;Hamstrings;"2. Lower ";81.5
2019-12-03 16:05;2019-12-03 17:35;" TechnoGym Leg Press";140;12;"";;;;Quads & Glutes;"2. Lower ";81.5
2019-12-03 16:05;2019-12-03 17:35;" TechnoGym Leg Press";140;11;"";;;;Quads & Glutes;"2. Lower ";81.5
2019-12-03 16:05;2019-12-03 17:35;" TechnoGym Leg Press";140;9;"";;;;Quads & Glutes;"2. Lower ";81.5
2019-12-03 16:05;2019-12-03 17:35;" TechnoGym Leg Press";140;8;"";;;;Quads & Glutes;"2. Lower ";81.5
2019-12-03 16:05;2019-12-03 17:35;"Calf Press in Leg Press";140;15;"";;;;Calves;"2. Lower ";81.5
2019-12-03 16:05;2019-12-03 17:35;"Calf Press in Leg Press";140;13;"";;;;Calves;"2. Lower ";81.5
2019-12-03 16:05;2019-12-03 17:35;"Calf Press in Leg Press";140;12;"";;;;Calves;"2. Lower ";81.5
2019-12-03 16:05;2019-12-03 17:35;"Calf Press in Leg Press";140;10;"";;;;Calves;"2. Lower ";81.5
2019-12-03 16:05;2019-12-03 17:35;"Lying Leg Curl";30;13;"City, fel inställning o ingen 2,5.";;;;Hamstrings;"2. Lower ";81.5
2019-12-03 16:05;2019-12-03 17:35;"Lying Leg Curl";30;9;"";;;;Hamstrings;"2. Lower ";81.5
2019-12-03 16:05;2019-12-03 17:35;"Lying Leg Curl";30;8;"";;;;Hamstrings;"2. Lower ";81.5
2019-12-03 16:05;2019-12-03 17:35;"Rope Crunch";30;16;"";;;;Abs;"2. Lower ";81.5
2019-12-03 16:05;2019-12-03 17:35;"Rope Crunch";30;12;"";;;;Abs;"2. Lower ";81.5
2019-12-03 16:05;2019-12-03 17:35;"Rope Crunch";30;9;"";;;;Abs;"2. Lower ";81.5
2019-12-03 16:05;2019-12-03 17:35;"Rope Crunch";30;9;"";;;;Abs;"2. Lower ";81.5
2019-12-02 17:00;2019-12-02 18:27;"Bench Press ";97.5;9;"";;;;Chest;"1. Upper   ";81.7
2019-12-02 17:00;2019-12-02 18:27;"Bench Press ";97.5;8;"";;;;Chest;"1. Upper   ";81.7
2019-12-02 17:00;2019-12-02 18:27;"Bench Press ";97.5;6;"På tårna, buktryck";;;;Chest;"1. Upper   ";81.7
2019-12-02 17:00;2019-12-02 18:27;"Pull Up";0;14;"";;;;Back;"1. Upper   ";81.7
2019-12-02 17:00;2019-12-02 18:27;"Pull Up";0;10;"";;;;Back;"1. Upper   ";81.7
2019-12-02 17:00;2019-12-02 18:27;"Pull Up";0;8;"";;;;Back;"1. Upper   ";81.7
2019-12-02 17:00;2019-12-02 18:27;"Machine Row";72.5;14;"Steg 4:7";;;;Back;"1. Upper   ";81.7
2019-12-02 17:00;2019-12-02 18:27;"Machine Row";72.5;10;"Direkt efter latsdrag";;;;Back;"1. Upper   ";81.7
2019-12-02 17:00;2019-12-02 18:27;"Machine Row";72.5;8;"";;;;Back;"1. Upper   ";81.7
2019-12-02 17:00;2019-12-02 18:27;"Incline DB Press 30’";30;12;"";;;;Chest;"1. Upper   ";81.7
2019-12-02 17:00;2019-12-02 18:27;"Incline DB Press 30’";30;9;"";;;;Chest;"1. Upper   ";81.7
2019-12-02 17:00;2019-12-02 18:27;"Incline DB Press 30’";30;7;"";;;;Chest;"1. Upper   ";81.7
2019-12-02 17:00;2019-12-02 18:27;"Ez-Bar Curl";32.5;13;"Wrist wraps kändes bra!";;;;Biceps;"1. Upper   ";81.7
2019-12-02 17:00;2019-12-02 18:27;"Ez-Bar Curl";32.5;11;"";;;;Biceps;"1. Upper   ";81.7
2019-12-02 17:00;2019-12-02 18:27;"Ez-Bar Curl";32.5;11;"";;;;Biceps;"1. Upper   ";81.7
2019-12-02 17:00;2019-12-02 18:27;"Ez-Bar Curl";32.5;9;"";;;;Biceps;"1. Upper   ";81.7
2019-12-02 17:00;2019-12-02 18:27;"Ez-Bar Skullcrusher";32.5;11;"";;;;Triceps;"1. Upper   ";81.7
2019-12-02 17:00;2019-12-02 18:27;"Ez-Bar Skullcrusher";32.5;11;"";;;;Triceps;"1. Upper   ";81.7
2019-12-02 17:00;2019-12-02 18:27;"Ez-Bar Skullcrusher";32.5;10;"";;;;Triceps;"1. Upper   ";81.7
2019-12-02 17:00;2019-12-02 18:27;"Ez-Bar Skullcrusher";32.5;11;"";;;;Triceps;"1. Upper   ";81.7
2019-12-02 17:00;2019-12-02 18:27;"Seated Lateral Raise";6;17;"";;;;Delts;"1. Upper   ";81.7
2019-12-02 17:00;2019-12-02 18:27;"Seated Lateral Raise";6;13;"";;;;Delts;"1. Upper   ";81.7
2019-12-02 17:00;2019-12-02 18:27;"Seated Lateral Raise";6;10;"";;;;Delts;"1. Upper   ";81.7
2019-12-02 17:00;2019-12-02 18:27;"Seated Lateral Raise";6;9;"";;;;Delts;"1. Upper   ";81.7
2019-11-30 16:40;2019-11-30 17:49;"Cable Row TRYON Hammer Grip";60;16;"+1";;;;Back;"5. Upper";
2019-11-30 16:40;2019-11-30 17:49;"Cable Row TRYON Hammer Grip";60;13;"";;;;Back;"5. Upper";
2019-11-30 16:40;2019-11-30 17:49;"Cable Row TRYON Hammer Grip";60;13;"";;;;Back;"5. Upper";
2019-11-30 16:40;2019-11-30 17:49;"Bench Press ";85;16;"+2,5";;;;Chest;"5. Upper";
2019-11-30 16:40;2019-11-30 17:49;"Bench Press ";85;12;"13 hade varit rpe10 typ";;;;Chest;"5. Upper";
2019-11-30 16:40;2019-11-30 17:49;"Bench Press ";85;11;"";;;;Chest;"5. Upper";
2019-11-30 16:40;2019-11-30 17:49;"Lat Pulldown";60;15;"3rir";;;;Back;"5. Upper";
2019-11-30 16:40;2019-11-30 17:49;"Lat Pulldown";60;12;"";;;;Back;"5. Upper";
2019-11-30 16:40;2019-11-30 17:49;"Lat Pulldown";60;9;"";;;;Back;"5. Upper";
2019-11-30 16:40;2019-11-30 17:49;"Incline Cable Fly 30’";7.5;16;"+1, skulle va 15..";;;;Chest;"5. Upper";
2019-11-30 16:40;2019-11-30 17:49;"Incline Cable Fly 30’";7.5;11;"";;;;Chest;"5. Upper";
2019-11-30 16:40;2019-11-30 17:49;"Incline Cable Fly 30’";7.5;9;"";;;;Chest;"5. Upper";
2019-11-30 16:40;2019-11-30 17:49;"Incline Curls";10;14;"+1";;;;Biceps;"5. Upper";
2019-11-30 16:40;2019-11-30 17:49;"Incline Curls";10;12;"";;;;Biceps;"5. Upper";
2019-11-30 16:40;2019-11-30 17:49;"Incline Curls";10;10;"";;;;Biceps;"5. Upper";
2019-11-30 16:40;2019-11-30 17:49;"Incline Curls";10;10;"";;;;Biceps;"5. Upper";
2019-11-30 16:40;2019-11-30 17:49;"Incline DB Skullecrusher";10;18;"+1";;;;Triceps;"5. Upper";
2019-11-30 16:40;2019-11-30 17:49;"Incline DB Skullecrusher";10;15;"";;;;Triceps;"5. Upper";
2019-11-30 16:40;2019-11-30 17:49;"Incline DB Skullecrusher";10;14;"";;;;Triceps;"5. Upper";
2019-11-30 16:40;2019-11-30 17:49;"Incline DB Skullecrusher";10;13;"";;;;Triceps;"5. Upper";
2019-11-30 16:40;2019-11-30 17:49;"Cable Lateral Raise";2.5;20;"+1";;;;Delts;"5. Upper";
2019-11-30 16:40;2019-11-30 17:49;"Cable Lateral Raise";2.5;17;"";;;;Delts;"5. Upper";
2019-11-30 16:40;2019-11-30 17:49;"Cable Lateral Raise";2.5;15;"";;;;Delts;"5. Upper";
2019-11-30 16:40;2019-11-30 17:49;"Cable Lateral Raise";2.5;13;"";;;;Delts;"5. Upper";
2019-11-29 16:18;2019-11-29 17:51;"Romanian Deadlift";100;9;"";;;;Hamstrings;"4. Lower";
2019-11-29 16:18;2019-11-29 17:51;"Romanian Deadlift";100;7;"";;;;Hamstrings;"4. Lower";
2019-11-29 16:18;2019-11-29 17:51;"Romanian Deadlift";100;6;"";;;;Hamstrings;"4. Lower";
2019-11-29 16:18;2019-11-29 17:51;"Paused Smith Squats";60;11;"";;;;Quads & Glutes;"4. Lower";
2019-11-29 16:18;2019-11-29 17:51;"Paused Smith Squats";60;11;"";;;;Quads & Glutes;"4. Lower";
2019-11-29 16:18;2019-11-29 17:51;"Smith Calf Press";60;15;"";;;;Calves;"4. Lower";
2019-11-29 16:18;2019-11-29 17:51;"Smith Calf Press";60;14;"";;;;Calves;"4. Lower";
2019-11-29 16:18;2019-11-29 17:51;"Feet forward Smith Squat";60;11;"";;;;Quads & Glutes;"4. Lower";
2019-11-29 16:18;2019-11-29 17:51;"Feet forward Smith Squat";60;10;"";;;;Quads & Glutes;"4. Lower";
2019-11-29 16:18;2019-11-29 17:51;"Smith Calf Press";60;13;"";;;;Calves;"4. Lower";
2019-11-29 16:18;2019-11-29 17:51;"Smith Calf Press";60;12;"";;;;Calves;"4. Lower";
2019-11-29 16:18;2019-11-29 17:51;"Lying Leg Curl";25;17;"";;;;Hamstrings;"4. Lower";
2019-11-29 16:18;2019-11-29 17:51;"Lying Leg Curl";25;13;"";;;;Hamstrings;"4. Lower";
2019-11-29 16:18;2019-11-29 17:51;"Lying Leg Curl";25;10;"";;;;Hamstrings;"4. Lower";
2019-11-29 16:18;2019-11-29 17:51;"Technogym Leg Extension";50;19;"";;;;Quads & Glutes;"4. Lower";
2019-11-29 16:18;2019-11-29 17:51;"Technogym Leg Extension";50;15;"";;;;Quads & Glutes;"4. Lower";
2019-11-29 16:18;2019-11-29 17:51;"Technogym Leg Extension";50;14;"";;;;Quads & Glutes;"4. Lower";
2019-11-29 16:18;2019-11-29 17:51;"Technogym Leg Extension";50;14;"";;;;Quads & Glutes;"4. Lower";
2019-11-29 16:18;2019-11-29 17:51;"Crunch on Bosuball";0;14;"";;;;Abs;"4. Lower";
2019-11-29 16:18;2019-11-29 17:51;"Crunch on Bosuball";0;13;"";;;;Abs;"4. Lower";
2019-11-29 16:18;2019-11-29 17:51;"Crunch on Bosuball";0;11;"";;;;Abs;"4. Lower";
2019-11-28 17:20;2019-11-28 18:37;"Lat Pulldown";70;10;"+1";;;;Back;"3. Upper";82.4
2019-11-28 17:20;2019-11-28 18:37;"Lat Pulldown";70;9;"";;;;Back;"3. Upper";82.4
2019-11-28 17:20;2019-11-28 18:37;"Lat Pulldown";70;8;"";;;;Back;"3. Upper";82.4
2019-11-28 17:20;2019-11-28 18:37;"Incline Bench Press 30’";70;9;"3rir";;;;Chest;"3. Upper";82.4
2019-11-28 17:20;2019-11-28 18:37;"Incline Bench Press 30’";65;10;"";;;;Chest;"3. Upper";82.4
2019-11-28 17:20;2019-11-28 18:37;"Incline Bench Press 30’";65;8;"";;;;Chest;"3. Upper";82.4
2019-11-28 17:20;2019-11-28 18:37;"Plate Loaded Row";85;13;"3rir";;;;Back;"3. Upper";82.4
2019-11-28 17:20;2019-11-28 18:37;"Plate Loaded Row";85;10;"";;;;Back;"3. Upper";82.4
2019-11-28 17:20;2019-11-28 18:37;"Plate Loaded Row";85;8;"";;;;Back;"3. Upper";82.4
2019-11-28 17:20;2019-11-28 18:37;"DB Press";35;10;"3rir";;;;Chest;"3. Upper";82.4
2019-11-28 17:20;2019-11-28 18:37;"DB Press";35;9;"";;;;Chest;"3. Upper";82.4
2019-11-28 17:20;2019-11-28 18:37;"DB Press";35;7;"";;;;Chest;"3. Upper";82.4
2019-11-28 17:20;2019-11-28 18:37;"Cable Curl";20;16;"+1";;;;Biceps;"3. Upper";82.4
2019-11-28 17:20;2019-11-28 18:37;"Cable Curl";20;13;"";;;;Biceps;"3. Upper";82.4
2019-11-28 17:20;2019-11-28 18:37;"Cable Curl";20;12;"";;;;Biceps;"3. Upper";82.4
2019-11-28 17:20;2019-11-28 18:37;"Cable Curl";20;9;"3rir";;;;Biceps;"3. Upper";82.4
2019-11-28 17:20;2019-11-28 18:37;"Pushdowns";25;18;"+1";;;;Triceps;"3. Upper";82.4
2019-11-28 17:20;2019-11-28 18:37;"Pushdowns";25;13;"Orkar inte +1";;;;Triceps;"3. Upper";82.4
2019-11-28 17:20;2019-11-28 18:37;"Pushdowns";25;12;"";;;;Triceps;"3. Upper";82.4
2019-11-28 17:20;2019-11-28 18:37;"Pushdowns";25;9;"3rir";;;;Triceps;"3. Upper";82.4
2019-11-28 17:20;2019-11-28 18:37;"Upright Barbell Row";30;13;"";;;;Delts;"3. Upper";82.4
2019-11-28 17:20;2019-11-28 18:37;"Upright Barbell Row";30;10;"";;;;Delts;"3. Upper";82.4
2019-11-28 17:20;2019-11-28 18:37;"Upright Barbell Row";30;9;"";;;;Delts;"3. Upper";82.4
2019-11-28 17:20;2019-11-28 18:37;"Upright Barbell Row";30;8;"";;;;Delts;"3. Upper";82.4
2019-11-26 14:05;2019-11-26 15:34;"High Bar Squat";100;7;"Provade ännu mer high bar style, kändes inte bra! 7 var typ  rpe9/10";;;;Quads & Glutes;"2. Lower ";81.6
2019-11-26 14:05;2019-11-26 15:34;"High Bar Squat";100;5;"Vanlig high bar efter nya + low bar";;;;Quads & Glutes;"2. Lower ";81.6
2019-11-26 14:05;2019-11-26 15:34;"High Bar Squat";100;5;"";;;;Quads & Glutes;"2. Lower ";81.6
2019-11-26 14:05;2019-11-26 15:34;"Low Bar Squat";100;6;"Kändes inte heller bra..";;;;Quads & Glutes;"2. Lower ";81.6
2019-11-26 14:05;2019-11-26 15:34;"Back Extension";0;10;"3rir";;;;Hamstrings;"2. Lower ";81.6
2019-11-26 14:05;2019-11-26 15:34;"Back Extension";0;9;"Filma";;;;Hamstrings;"2. Lower ";81.6
2019-11-26 14:05;2019-11-26 15:34;"Back Extension";0;7;"";;;;Hamstrings;"2. Lower ";81.6
2019-11-26 14:05;2019-11-26 15:34;"Seated Stack Leg Press";120;15;"3rir, steg 3";;;;Quads & Glutes;"2. Lower ";81.6
2019-11-26 14:05;2019-11-26 15:34;"Seated Stack Leg Press";120;13;"Filma";;;;Quads & Glutes;"2. Lower ";81.6
2019-11-26 14:05;2019-11-26 15:34;"Seated Stack Leg Press";120;12;"";;;;Quads & Glutes;"2. Lower ";81.6
2019-11-26 14:05;2019-11-26 15:34;"Seated Stack Leg Press";120;12;"";;;;Quads & Glutes;"2. Lower ";81.6
2019-11-26 14:05;2019-11-26 15:34;"Calf Press in seated leg press";120;12;"3rir, squat shoes";;;;Calves;"2. Lower ";81.6
2019-11-26 14:05;2019-11-26 15:34;"Calf Press in seated leg press";120;11;"";;;;Calves;"2. Lower ";81.6
2019-11-26 14:05;2019-11-26 15:34;"Calf Press in seated leg press";120;10;"";;;;Calves;"2. Lower ";81.6
2019-11-26 14:05;2019-11-26 15:34;"Calf Press in seated leg press";120;10;"";;;;Calves;"2. Lower ";81.6
2019-11-26 14:05;2019-11-26 15:34;"Lying Leg Curl";32.5;14;"3rir";;;;Hamstrings;"2. Lower ";81.6
2019-11-26 14:05;2019-11-26 15:34;"Lying Leg Curl";32.5;10;"Steg 2 ist, tog mer";;;;Hamstrings;"2. Lower ";81.6
2019-11-26 14:05;2019-11-26 15:34;"Lying Leg Curl";32.5;9;"";;;;Hamstrings;"2. Lower ";81.6
2019-11-26 14:05;2019-11-26 15:34;"Rope Crunch";30;15;"+1";;;;Abs;"2. Lower ";81.6
2019-11-26 14:05;2019-11-26 15:34;"Rope Crunch";30;10;"";;;;Abs;"2. Lower ";81.6
2019-11-26 14:05;2019-11-26 15:34;"Rope Crunch";30;8;"";;;;Abs;"2. Lower ";81.6
2019-11-26 14:05;2019-11-26 15:34;"Rope Crunch";30;8;"3rir";;;;Abs;"2. Lower ";81.6
2019-11-25 16:50;2019-11-25 18:22;"Bench Press ";95;9;"3rir, hantelpress ist??";;;;Chest;"1. Upper   ";82.2
2019-11-25 16:50;2019-11-25 18:22;"Bench Press ";95;8;"";;;;Chest;"1. Upper   ";82.2
2019-11-25 16:50;2019-11-25 18:22;"Bench Press ";95;6;"På tårna, buktryck";;;;Chest;"1. Upper   ";82.2
2019-11-25 16:50;2019-11-25 18:22;"Pull Up";0;13;"+1";;;;Back;"1. Upper   ";82.2
2019-11-25 16:50;2019-11-25 18:22;"Pull Up";0;9;"";;;;Back;"1. Upper   ";82.2
2019-11-25 16:50;2019-11-25 18:22;"Pull Up";0;8;"";;;;Back;"1. Upper   ";82.2
2019-11-25 16:50;2019-11-25 18:22;"Incline DB Press 30’";30;11;"3rir";;;;Chest;"1. Upper   ";82.2
2019-11-25 16:50;2019-11-25 18:22;"Incline DB Press 30’";30;9;"";;;;Chest;"1. Upper   ";82.2
2019-11-25 16:50;2019-11-25 18:22;"Incline DB Press 30’";30;7;"";;;;Chest;"1. Upper   ";82.2
2019-11-25 16:50;2019-11-25 18:22;"Machine Row";70;14;"3rir, Steg 4:7";;;;Back;"1. Upper   ";82.2
2019-11-25 16:50;2019-11-25 18:22;"Machine Row";70;11;"";;;;Back;"1. Upper   ";82.2
2019-11-25 16:50;2019-11-25 18:22;"Machine Row";70;9;"";;;;Back;"1. Upper   ";82.2
2019-11-25 16:50;2019-11-25 18:22;"Ez-Bar Curl";32.5;12;"Wrist wraps kändes bra!";;;;Biceps;"1. Upper   ";82.2
2019-11-25 16:50;2019-11-25 18:22;"Ez-Bar Curl";32.5;10;"";;;;Biceps;"1. Upper   ";82.2
2019-11-25 16:50;2019-11-25 18:22;"Ez-Bar Curl";32.5;10;"";;;;Biceps;"1. Upper   ";82.2
2019-11-25 16:50;2019-11-25 18:22;"Ez-Bar Curl";32.5;8;"";;;;Biceps;"1. Upper   ";82.2
2019-11-25 16:50;2019-11-25 18:22;"Ez-Bar Skullcrusher";32.5;10;"Wrist wraps bra!";;;;Triceps;"1. Upper   ";82.2
2019-11-25 16:50;2019-11-25 18:22;"Ez-Bar Skullcrusher";32.5;10;"";;;;Triceps;"1. Upper   ";82.2
2019-11-25 16:50;2019-11-25 18:22;"Ez-Bar Skullcrusher";32.5;10;"";;;;Triceps;"1. Upper   ";82.2
2019-11-25 16:50;2019-11-25 18:22;"Ez-Bar Skullcrusher";32.5;10;"";;;;Triceps;"1. Upper   ";82.2
2019-11-25 16:50;2019-11-25 18:22;"Seated Lateral Raise";6;16;"";;;;Delts;"1. Upper   ";82.2
2019-11-25 16:50;2019-11-25 18:22;"Seated Lateral Raise";6;13;"";;;;Delts;"1. Upper   ";82.2
2019-11-25 16:50;2019-11-25 18:22;"Seated Lateral Raise";6;10;"";;;;Delts;"1. Upper   ";82.2
2019-11-25 16:50;2019-11-25 18:22;"Seated Lateral Raise";6;9;"";;;;Delts;"1. Upper   ";82.2
2019-11-23 15:25;2019-11-23 16:40;"Bench Press ";80;17;"3rir";;;;Chest;"Full Body 5";81.6
2019-11-23 15:25;2019-11-23 16:40;"Bench Press ";80;14;"Lyfter av på tårna som JE, och  använder buktryck";;;;Chest;"Full Body 5";81.6
2019-11-23 15:25;2019-11-23 16:40;"Bench Press ";80;12;"";;;;Chest;"Full Body 5";81.6
2019-11-23 15:25;2019-11-23 16:40;"Cable Row TRYON Hammer Grip";60;15;"3rir";;;;Back;"Full Body 5";81.6
2019-11-23 15:25;2019-11-23 16:40;"Cable Row TRYON Hammer Grip";60;12;"";;;;Back;"Full Body 5";81.6
2019-11-23 15:25;2019-11-23 16:40;"Cable Row TRYON Hammer Grip";60;12;"";;;;Back;"Full Body 5";81.6
2019-11-23 15:25;2019-11-23 16:40;"Cable Row TRYON Hammer Grip";60;11;"";;;;Back;"Full Body 5";81.6
2019-11-23 15:25;2019-11-23 16:40;"Seated Lateral Raise";6;14;"3rir, trött i axlarna";;;;Delts;"Full Body 5";81.6
2019-11-23 15:25;2019-11-23 16:40;"Seated Lateral Raise";6;13;"";;;;Delts;"Full Body 5";81.6
2019-11-23 15:25;2019-11-23 16:40;"Seated Lateral Raise";6;12;"";;;;Delts;"Full Body 5";81.6
2019-11-23 15:25;2019-11-23 16:40;"DB Preacher Curl";10;17;"3rir, vänster först";;;;Biceps;"Full Body 5";81.6
2019-11-23 15:25;2019-11-23 16:40;"DB Preacher Curl";10;15;"";;;;Biceps;"Full Body 5";81.6
2019-11-23 15:25;2019-11-23 16:40;"DB Preacher Curl";10;14;"";;;;Biceps;"Full Body 5";81.6
2019-11-23 15:25;2019-11-23 16:40;"Incline DB Skullecrusher";10;19;"3rir";;;;Triceps;"Full Body 5";81.6
2019-11-23 15:25;2019-11-23 16:40;"Incline DB Skullecrusher";10;16;"";;;;Triceps;"Full Body 5";81.6
2019-11-23 15:25;2019-11-23 16:40;"Incline DB Skullecrusher";10;14;"";;;;Triceps;"Full Body 5";81.6
2019-11-23 15:25;2019-11-23 16:40;"Rope Crunch";30;14;"";;;;Abs;"Full Body 5";81.6
2019-11-23 15:25;2019-11-23 16:40;"Rope Crunch";30;12;"";;;;Abs;"Full Body 5";81.6
2019-11-23 15:25;2019-11-23 16:40;"Rope Crunch";30;10;"";;;;Abs;"Full Body 5";81.6
2019-11-23 15:25;2019-11-23 16:40;"Calf Press in seated leg press";120;14;"";;;;Calves;"Full Body 5";81.6
2019-11-23 15:25;2019-11-23 16:40;"Calf Press in seated leg press";120;12;"";;;;Calves;"Full Body 5";81.6
2019-11-23 15:25;2019-11-23 16:40;"Calf Press in seated leg press";120;12;"";;;;Calves;"Full Body 5";81.6
2019-11-22 15:55;2019-11-22 17:14;"Romanian Deadlift";95;9;"3rir";;;;Hamstrings;"Full Body 4";81.8
2019-11-22 15:55;2019-11-22 17:14;"Romanian Deadlift";95;8;"";;;;Hamstrings;"Full Body 4";81.8
