Starttid;Sluttid;Övning;Vikt;Reps;Anteckningar;Kcal;Distans;Tid;Kategori;Namn;Kroppsvikt
2022-11-07 11:47;2022-11-07 12:29;"Incline Bench Press 30’";65;9;"Blev typ 3rir igen, glömde öka till 2rir/+1 (första set)";;;;Chest;"Lunch 1";82.85
2022-11-07 11:47;2022-11-07 12:29;"Incline Bench Press 30’";65;8;"Över steg 8";;;;Chest;"Lunch 1";82.85
2022-11-07 11:47;2022-11-07 12:29;"Incline Bench Press 30’";65;7;"";;;;Chest;"Lunch 1";82.85
2022-11-07 11:47;2022-11-07 12:29;"Pull Up";0;12;"+1";;;;Back;"Lunch 1";82.85
2022-11-07 11:47;2022-11-07 12:29;"Pull Up";0;9;"";;;;Back;"Lunch 1";82.85
2022-11-07 11:47;2022-11-07 12:29;"Pull Up";0;7;"";;;;Back;"Lunch 1";82.85
2022-11-07 11:47;2022-11-07 12:29;"Dips";0;15;"2rir";;;;Triceps;"Lunch 1";82.85
2022-11-07 11:47;2022-11-07 12:29;"Dips";0;10;"";;;;Triceps;"Lunch 1";82.85
2022-11-07 11:47;2022-11-07 12:29;"Dips";0;8;"";;;;Triceps;"Lunch 1";82.85
2022-11-07 11:47;2022-11-07 12:29;"Startrac Biceps Curl";27;13;"";;;;Biceps;"Lunch 1";82.85
2022-11-07 11:47;2022-11-07 12:29;"Startrac Biceps Curl";27;8;"Maskinen är dåligt oljad lr ngt, blir extra seg i ""toppen""";;;;Biceps;"Lunch 1";82.85
2022-11-07 11:47;2022-11-07 12:29;"Startrac Biceps Curl";27;8;"";;;;Biceps;"Lunch 1";82.85
2022-11-05 13:18;2022-11-05 13:59;"SLDL";112.5;8;"3rir";;;;Hamstrings;"Lunch 6";82.75
2022-11-05 13:18;2022-11-05 13:59;"SLDL";112.5;6;"";;;;Hamstrings;"Lunch 6";82.75
2022-11-05 13:18;2022-11-05 13:59;"Incline Curls";11;13;"3rir";;;;Biceps;"Lunch 6";82.75
2022-11-05 13:18;2022-11-05 13:59;"Incline Curls";11;9;"";;;;Biceps;"Lunch 6";82.75
2022-11-05 13:18;2022-11-05 13:59;"Incline Curls";11;8;"";;;;Biceps;"Lunch 6";82.75
2022-11-05 13:18;2022-11-05 13:59;"Seated Leg Curl";40;16;"3rir";;;;Hamstrings;"Lunch 6";82.75
2022-11-05 13:18;2022-11-05 13:59;"Technogym Leg Extension";55;20;"3rir";;;;Quads & Glutes;"Lunch 6";82.75
2022-11-05 13:18;2022-11-05 13:59;"Technogym Leg Extension";55;16;"Steg 3";;;;Quads & Glutes;"Lunch 6";82.75
2022-11-05 13:18;2022-11-05 13:59;"Technogym Leg Extension";55;13;"";;;;Quads & Glutes;"Lunch 6";82.75
2022-11-04 16:15;2022-11-04 16:59;"DB Press";32.5;8;"";;;;Chest;"Lunch 5";82.4
2022-11-04 16:15;2022-11-04 16:59;"DB Press";32.5;8;"Eleiko-hantlar";;;;Chest;"Lunch 5";82.4
2022-11-04 16:15;2022-11-04 16:59;"DB Press";32.5;7;"";;;;Chest;"Lunch 5";82.4
2022-11-04 16:15;2022-11-04 16:59;"Pushdowns";25;12;"";;;;Triceps;"Lunch 5";82.4
2022-11-04 16:15;2022-11-04 16:59;"Pushdowns";25;9;"NW drottning ";;;;Triceps;"Lunch 5";82.4
2022-11-04 16:15;2022-11-04 16:59;"Pushdowns";25;8;"";;;;Triceps;"Lunch 5";82.4
2022-11-04 16:15;2022-11-04 16:59;"Plate Loaded Row";100;9;"3rir";;;;Back;"Lunch 5";82.4
2022-11-04 16:15;2022-11-04 16:59;"Plate Loaded Row";100;7;"Steg 5 set 2+3";;;;Back;"Lunch 5";82.4
2022-11-04 16:15;2022-11-04 16:59;"Plate Loaded Row";80;10;"";;;;Back;"Lunch 5";82.4
2022-11-04 16:15;2022-11-04 16:59;"Lateral Dumbbell Raise";7;17;"3rir";;;;Delts;"Lunch 5";82.4
2022-11-04 16:15;2022-11-04 16:59;"Lateral Dumbbell Raise";7;13;"";;;;Delts;"Lunch 5";82.4
2022-11-04 16:15;2022-11-04 16:59;"Lateral Dumbbell Raise";7;11;"";;;;Delts;"Lunch 5";82.4
2022-11-03 12:09;2022-11-03 12:50;"Cybex Leg Press";150;12;"3rir";;;;Quads & Glutes;"Lunch 4";82.4
2022-11-03 12:09;2022-11-03 12:50;"Cybex Leg Press";150;9;"Räkna som 30kg";;;;Quads & Glutes;"Lunch 4";82.4
2022-11-03 12:09;2022-11-03 12:50;"Cybex Leg Press";150;8;"";;;;Quads & Glutes;"Lunch 4";82.4
2022-11-03 12:09;2022-11-03 12:50;"Lat Pulldown";62;13;"3rir";;;;Back;"Lunch 4";82.4
2022-11-03 12:09;2022-11-03 12:50;"Lat Pulldown";62;8;"5 stora";;;;Back;"Lunch 4";82.4
2022-11-03 12:09;2022-11-03 12:50;"Lat Pulldown";62;7;"";;;;Back;"Lunch 4";82.4
2022-11-03 12:09;2022-11-03 12:50;"DB Curl";15;9;"3rir";;;;Biceps;"Lunch 4";82.4
2022-11-03 12:09;2022-11-03 12:50;"DB Curl";15;6;"";;;;Biceps;"Lunch 4";82.4
2022-11-03 12:09;2022-11-03 12:50;"DB Curl";12.5;6;"";;;;Biceps;"Lunch 4";82.4
2022-11-03 12:09;2022-11-03 12:50;"Straight Arm Pushdown";36;18;"Långa böjda stången, 3rir";;;;Back;"Lunch 4";82.4
2022-11-03 12:09;2022-11-03 12:50;"Straight Arm Pushdown";43;12;"Cybex";;;;Back;"Lunch 4";82.4
2022-11-02 12:23;2022-11-02 13:03;"Barbell Row";65;9;"3rir";;;;Back;"Lunch 3";
2022-11-02 12:23;2022-11-02 13:03;"Barbell Row";65;7;"";;;;Back;"Lunch 3";
2022-11-02 12:23;2022-11-02 13:03;"Barbell Row";65;6;"";;;;Back;"Lunch 3";
2022-11-02 12:23;2022-11-02 13:03;"Cybex Incline Press";58.5;13;"3rir";;;;Chest;"Lunch 3";
2022-11-02 12:23;2022-11-02 13:03;"Cybex Incline Press";58.5;9;"Maxa både ryggstod och säte";;;;Chest;"Lunch 3";
2022-11-02 12:23;2022-11-02 13:03;"Cybex Incline Press";58.5;8;"";;;;Chest;"Lunch 3";
2022-11-02 12:23;2022-11-02 13:03;"Cybex Machine Fly";31.5;9;"";;;;Chest;"Lunch 3";
2022-11-02 12:23;2022-11-02 13:03;"Cybex Machine Fly";31.5;8;"Mellan steg 2-3, tar mer i höger";;;;Chest;"Lunch 3";
2022-11-02 12:23;2022-11-02 13:03;"Cybex Machine Fly";31.5;7;"Steg 4 handtagen";;;;Chest;"Lunch 3";
2022-11-02 12:23;2022-11-02 13:03;"Cybex Tricep Extension";31.5;15;"3rir";;;;Triceps;"Lunch 3";
2022-11-02 12:23;2022-11-02 13:03;"Cybex Tricep Extension";31.5;12;"Stol: 2, rygg: 3";;;;Triceps;"Lunch 3";
2022-11-02 12:23;2022-11-02 13:03;"Cybex Tricep Extension";31.5;10;"";;;;Triceps;"Lunch 3";
2022-11-01 13:55;2022-11-01 14:44;"Smith Split Squat (Starttrac)";35.5;11;"";;;;Quads & Glutes;"Lunch 2";82.55
2022-11-01 13:55;2022-11-01 14:44;"Smith Split Squat (Starttrac)";35.5;10;"Höger först, stången = 5,5kg (fruängen)";;;;Quads & Glutes;"Lunch 2";82.55
2022-11-01 13:55;2022-11-01 14:44;"Smith Split Squat (Starttrac)";35.5;8;"";;;;Quads & Glutes;"Lunch 2";82.55
2022-11-01 13:55;2022-11-01 14:44;"Startrac Seated Leg Curl";40;17;"";;;;Hamstrings;"Lunch 2";82.55
2022-11-01 13:55;2022-11-01 14:44;"Startrac Seated Leg Curl";40;14;"";;;;Hamstrings;"Lunch 2";82.55
2022-11-01 13:55;2022-11-01 14:44;"Startrac Seated Leg Curl";40;13;"";;;;Hamstrings;"Lunch 2";82.55
2022-11-01 13:55;2022-11-01 14:44;"Seated DB Press";20;10;"3rir";;;;Delts;"Lunch 2";82.55
2022-11-01 13:55;2022-11-01 14:44;"Seated DB Press";20;9;"Military upptagen";;;;Delts;"Lunch 2";82.55
2022-11-01 13:55;2022-11-01 14:44;"Seated DB Press";20;8;"";;;;Delts;"Lunch 2";82.55
2022-11-01 13:55;2022-11-01 14:44;"Lateral Dumbbell Raise";7;14;"3rir";;;;Delts;"Lunch 2";82.55
2022-11-01 13:55;2022-11-01 14:44;"Lateral Dumbbell Raise";7;13;"Direkt efter axelpress";;;;Delts;"Lunch 2";82.55
2022-11-01 13:55;2022-11-01 14:44;"Lateral Dumbbell Raise";7;11;"";;;;Delts;"Lunch 2";82.55
2022-10-31 20:12;2022-10-31 20:55;"DB Press";32.5;8;"3rir";;;;Chest;"Lunch 1 w1/4";
2022-10-31 20:12;2022-10-31 20:55;"DB Press";32.5;8;"Eleiko-hantlar";;;;Chest;"Lunch 1 w1/4";
2022-10-31 20:12;2022-10-31 20:55;"DB Press";32.5;7;"Finns ingen incline på drottning typ";;;;Chest;"Lunch 1 w1/4";
2022-10-31 20:12;2022-10-31 20:55;"Pull Up";0;11;"";;;;Back;"Lunch 1 w1/4";
2022-10-31 20:12;2022-10-31 20:55;"Pull Up";0;8;"";;;;Back;"Lunch 1 w1/4";
2022-10-31 20:12;2022-10-31 20:55;"Pull Up";0;6;"";;;;Back;"Lunch 1 w1/4";
2022-10-31 20:12;2022-10-31 20:55;"Dips";0;14;"3rir";;;;Triceps;"Lunch 1 w1/4";
2022-10-31 20:12;2022-10-31 20:55;"Dips";0;9;"";;;;Triceps;"Lunch 1 w1/4";
2022-10-31 20:12;2022-10-31 20:55;"Dips";0;7;"";;;;Triceps;"Lunch 1 w1/4";
2022-10-31 20:12;2022-10-31 20:55;"Incline Curls";11;11;"3rir";;;;Biceps;"Lunch 1 w1/4";
2022-10-31 20:12;2022-10-31 20:55;"Incline Curls";11;8;"";;;;Biceps;"Lunch 1 w1/4";
2022-10-31 20:12;2022-10-31 20:55;"Incline Curls";11;6;"Finns ingen maskin Drottning";;;;Biceps;"Lunch 1 w1/4";
2022-10-26 12:05;2022-10-26 12:46;"Barbell Row";65;9;"3rir";;;;Back;"Lunch 3";81.9
2022-10-26 12:05;2022-10-26 12:46;"Barbell Row";65;7;"";;;;Back;"Lunch 3";81.9
2022-10-26 12:05;2022-10-26 12:46;"Barbell Row";65;6;"";;;;Back;"Lunch 3";81.9
2022-10-26 12:05;2022-10-26 12:46;"Cybex Incline Press";58.5;14;"3rir";;;;Chest;"Lunch 3";81.9
2022-10-26 12:05;2022-10-26 12:46;"Cybex Incline Press";58.5;9;"";;;;Chest;"Lunch 3";81.9
2022-10-26 12:05;2022-10-26 12:46;"Cybex Incline Press";58.5;7;"";;;;Chest;"Lunch 3";81.9
2022-10-26 12:05;2022-10-26 12:46;"Cybex Machine Fly";31.5;9;"";;;;Chest;"Lunch 3";81.9
2022-10-26 12:05;2022-10-26 12:46;"Cybex Machine Fly";31.5;8;"Mellan steg 2-3, tar mer i höger";;;;Chest;"Lunch 3";81.9
2022-10-26 12:05;2022-10-26 12:46;"Cybex Machine Fly";31.5;7;"Steg 4 handtagen";;;;Chest;"Lunch 3";81.9
2022-10-26 12:05;2022-10-26 12:46;"Cybex Tricep Extension";31.5;15;"3rir";;;;Triceps;"Lunch 3";81.9
2022-10-26 12:05;2022-10-26 12:46;"Cybex Tricep Extension";31.5;13;"Stol: 2, rygg: 3";;;;Triceps;"Lunch 3";81.9
2022-10-26 12:05;2022-10-26 12:46;"Cybex Tricep Extension";31.5;10;"";;;;Triceps;"Lunch 3";81.9
2022-10-25 12:28;2022-10-25 13:17;"Bulgarian Split Squat i Smith";42.5;13;"3rir, Cybex";;;;Quads & Glutes;"Lunch 2";
2022-10-25 12:28;2022-10-25 13:17;"Bulgarian Split Squat i Smith";42.5;10;"Höger först, stången = 10kg (?)";;;;Quads & Glutes;"Lunch 2";
2022-10-25 12:28;2022-10-25 13:17;"Bulgarian Split Squat i Smith";42.5;7;"";;;;Quads & Glutes;"Lunch 2";
2022-10-25 12:28;2022-10-25 13:17;"Overhead Press";42.5;7;"2-3rir";;;;Delts;"Lunch 2";
2022-10-25 12:28;2022-10-25 13:17;"Overhead Press";42.5;6;"";;;;Delts;"Lunch 2";
2022-10-25 12:28;2022-10-25 13:17;"Overhead Press";42.5;5;"";;;;Delts;"Lunch 2";
2022-10-25 12:28;2022-10-25 13:17;"Cybex Lateral Raise";22.5;16;"Direkt efter ohp, brukar va hamstring mellan";;;;Delts;"Lunch 2";
2022-10-25 12:28;2022-10-25 13:17;"Cybex Lateral Raise";22.5;13;"Steg 2";;;;Delts;"Lunch 2";
2022-10-25 12:28;2022-10-25 13:17;"Cybex Lateral Raise";22.5;12;"";;;;Delts;"Lunch 2";
2022-10-25 12:28;2022-10-25 13:17;"Back Extension";0;11;"Curl på reparation";;;;Hamstrings;"Lunch 2";
2022-10-25 12:28;2022-10-25 13:17;"Back Extension";0;8;"";;;;Hamstrings;"Lunch 2";
2022-10-25 12:28;2022-10-25 13:17;"Back Extension";0;7;"";;;;Hamstrings;"Lunch 2";
2022-10-24 11:33;2022-10-24 12:20;"Incline Bench Press 30’";65;9;"3rir";;;;Chest;"Lunch 1 v1/4";81.8
2022-10-24 11:33;2022-10-24 12:20;"Incline Bench Press 30’";65;7;"Över steg 8";;;;Chest;"Lunch 1 v1/4";81.8
2022-10-24 11:33;2022-10-24 12:20;"Incline Bench Press 30’";65;6;"";;;;Chest;"Lunch 1 v1/4";81.8
2022-10-24 11:33;2022-10-24 12:20;"Pull Up";0;11;"3rir";;;;Back;"Lunch 1 v1/4";81.8
2022-10-24 11:33;2022-10-24 12:20;"Pull Up";0;7;"";;;;Back;"Lunch 1 v1/4";81.8
2022-10-24 11:33;2022-10-24 12:20;"Pull Up";0;6;"";;;;Back;"Lunch 1 v1/4";81.8
2022-10-24 11:33;2022-10-24 12:20;"Dips";0;13;"3rir";;;;Triceps;"Lunch 1 v1/4";81.8
2022-10-24 11:33;2022-10-24 12:20;"Dips";0;10;"";;;;Triceps;"Lunch 1 v1/4";81.8
2022-10-24 11:33;2022-10-24 12:20;"Dips";0;8;"";;;;Triceps;"Lunch 1 v1/4";81.8
2022-10-24 11:33;2022-10-24 12:20;"Startrac Biceps Curl";27;13;"";;;;Biceps;"Lunch 1 v1/4";81.8
2022-10-24 11:33;2022-10-24 12:20;"Startrac Biceps Curl";27;9;"";;;;Biceps;"Lunch 1 v1/4";81.8
2022-10-24 11:33;2022-10-24 12:20;"Startrac Biceps Curl";27;8;"";;;;Biceps;"Lunch 1 v1/4";81.8
2022-10-15 15:28;2022-10-15 16:20;"SLDL";110;8;"";;;;Hamstrings;"Lunch 6";82.1
2022-10-15 15:28;2022-10-15 16:20;"SLDL";110;7;"";;;;Hamstrings;"Lunch 6";82.1
2022-10-15 15:28;2022-10-15 16:20;"SLDL";110;6;"";;;;Hamstrings;"Lunch 6";82.1
2022-10-15 15:28;2022-10-15 16:20;"Technogym Leg Extension";55;20;"";;;;Quads & Glutes;"Lunch 6";82.1
2022-10-15 15:28;2022-10-15 16:20;"Technogym Leg Extension";55;16;"Steg 3";;;;Quads & Glutes;"Lunch 6";82.1
2022-10-15 15:28;2022-10-15 16:20;"Technogym Leg Extension";55;14;"";;;;Quads & Glutes;"Lunch 6";82.1
2022-10-15 15:28;2022-10-15 16:20;"Technogym Leg Extension";55;12;"0rir";;;;Quads & Glutes;"Lunch 6";82.1
2022-10-15 15:28;2022-10-15 16:20;"Incline Curls";11;14;"";;;;Biceps;"Lunch 6";82.1
2022-10-15 15:28;2022-10-15 16:20;"Incline Curls";11;10;"";;;;Biceps;"Lunch 6";82.1
2022-10-15 15:28;2022-10-15 16:20;"Incline Curls";11;8;"";;;;Biceps;"Lunch 6";82.1
2022-10-15 15:28;2022-10-15 16:20;"Incline Curls";11;7;"";;;;Biceps;"Lunch 6";82.1
2022-10-14 12:14;2022-10-14 13:12;"DB Press";30;14;"0rir";;;;Chest;"Lunch 5";82.8
2022-10-14 12:14;2022-10-14 13:12;"DB Press";30;11;"Eleiko-hantlar";;;;Chest;"Lunch 5";82.8
2022-10-14 12:14;2022-10-14 13:12;"DB Press";30;9;"";;;;Chest;"Lunch 5";82.8
2022-10-14 12:14;2022-10-14 13:12;"DB Press";30;8;"";;;;Chest;"Lunch 5";82.8
2022-10-14 12:14;2022-10-14 13:12;"Cybex Row";67.5;14;"";;;;Back;"Lunch 5";82.8
2022-10-14 12:14;2022-10-14 13:12;"Cybex Row";67.5;10;"Bröst: 7, stol: 3";;;;Back;"Lunch 5";82.8
2022-10-14 12:14;2022-10-14 13:12;"Cybex Row";67.5;9;"";;;;Back;"Lunch 5";82.8
2022-10-14 12:14;2022-10-14 13:12;"Cybex Row";67.5;9;"";;;;Back;"Lunch 5";82.8
2022-10-14 12:14;2022-10-14 13:12;"BB Skullcrusher";25;11;"";;;;Triceps;"Lunch 5";82.8
2022-10-14 12:14;2022-10-14 13:12;"BB Skullcrusher";25;10;"";;;;Triceps;"Lunch 5";82.8
2022-10-14 12:14;2022-10-14 13:12;"BB Skullcrusher";25;7;"";;;;Triceps;"Lunch 5";82.8
2022-10-14 12:14;2022-10-14 13:12;"BB Skullcrusher";25;7;"";;;;Triceps;"Lunch 5";82.8
2022-10-14 12:14;2022-10-14 13:12;"Cybex Lateral Raise";22.5;19;"";;;;Delts;"Lunch 5";82.8
2022-10-14 12:14;2022-10-14 13:12;"Cybex Lateral Raise";22.5;15;"Steg 2";;;;Delts;"Lunch 5";82.8
2022-10-14 12:14;2022-10-14 13:12;"Cybex Lateral Raise";22.5;14;"";;;;Delts;"Lunch 5";82.8
2022-10-14 12:14;2022-10-14 13:12;"Cybex Lateral Raise";22.5;14;"";;;;Delts;"Lunch 5";82.8
2022-10-13 11:52;2022-10-13 12:46;"Cybex Leg Press";150;13;"";;;;Quads & Glutes;"Lunch 4";82.7
2022-10-13 11:52;2022-10-13 12:46;"Cybex Leg Press";150;11;"Räkna som 30kg";;;;Quads & Glutes;"Lunch 4";82.7
2022-10-13 11:52;2022-10-13 12:46;"Cybex Leg Press";150;9;"";;;;Quads & Glutes;"Lunch 4";82.7
2022-10-13 11:52;2022-10-13 12:46;"Cybex Leg Press";150;7;"";;;;Quads & Glutes;"Lunch 4";82.7
2022-10-13 11:52;2022-10-13 12:46;"Lat Pulldown";65.3;11;"";;;;Back;"Lunch 4";82.7
2022-10-13 11:52;2022-10-13 12:46;"Lat Pulldown";65.3;8;"";;;;Back;"Lunch 4";82.7
2022-10-13 11:52;2022-10-13 12:46;"Lat Pulldown";65.3;7;"";;;;Back;"Lunch 4";82.7
2022-10-13 11:52;2022-10-13 12:46;"Lat Pulldown";58.5;9;"";;;;Back;"Lunch 4";82.7
2022-10-13 11:52;2022-10-13 12:46;"Straight Arm Pushdown";36;15;"";;;;Back;"Lunch 4";82.7
2022-10-13 11:52;2022-10-13 12:46;"Straight Arm Pushdown";36;14;"Cybex";;;;Back;"Lunch 4";82.7
2022-10-13 11:52;2022-10-13 12:46;"Straight Arm Pushdown";36;13;"";;;;Back;"Lunch 4";82.7
2022-10-13 11:52;2022-10-13 12:46;"DB Curl";15;11;"";;;;Biceps;"Lunch 4";82.7
2022-10-13 11:52;2022-10-13 12:46;"DB Curl";15;7;"";;;;Biceps;"Lunch 4";82.7
2022-10-13 11:52;2022-10-13 12:46;"DB Curl";12.5;8;"";;;;Biceps;"Lunch 4";82.7
2022-10-13 11:52;2022-10-13 12:46;"DB Curl";12.5;6;"";;;;Biceps;"Lunch 4";82.7
2022-10-12 15:45;2022-10-12 16:36;"Barbell Row";60;12;"";;;;Back;"Lunch 3";82.2
2022-10-12 15:45;2022-10-12 16:36;"Barbell Row";60;10;"";;;;Back;"Lunch 3";82.2
2022-10-12 15:45;2022-10-12 16:36;"Barbell Row";60;9;"";;;;Back;"Lunch 3";82.2
2022-10-12 15:45;2022-10-12 16:36;"Barbell Row";60;7;"";;;;Back;"Lunch 3";82.2
2022-10-12 15:45;2022-10-12 16:36;"Cybex Incline Press";56.3;16;"";;;;Chest;"Lunch 3";82.2
2022-10-12 15:45;2022-10-12 16:36;"Cybex Incline Press";56.3;12;"";;;;Chest;"Lunch 3";82.2
2022-10-12 15:45;2022-10-12 16:36;"Cybex Incline Press";56.3;9;"";;;;Chest;"Lunch 3";82.2
2022-10-12 15:45;2022-10-12 16:36;"Cybex Incline Press";56.3;9;"";;;;Chest;"Lunch 3";82.2
2022-10-12 15:45;2022-10-12 16:36;"Cybex Machine Fly";31.5;9;"";;;;Chest;"Lunch 3";82.2
2022-10-12 15:45;2022-10-12 16:36;"Cybex Machine Fly";31.5;8;"Mellan steg 2-3, tar mer i höger";;;;Chest;"Lunch 3";82.2
2022-10-12 15:45;2022-10-12 16:36;"Cybex Machine Fly";31.5;8;"Steg 4 handtagen";;;;Chest;"Lunch 3";82.2
2022-10-12 15:45;2022-10-12 16:36;"Cybex Tricep Pushdown";36;19;"";;;;Triceps;"Lunch 3";82.2
2022-10-12 15:45;2022-10-12 16:36;"Cybex Tricep Pushdown";36;15;"";;;;Triceps;"Lunch 3";82.2
2022-10-12 15:45;2022-10-12 16:36;"Cybex Tricep Pushdown";36;13;"";;;;Triceps;"Lunch 3";82.2
2022-10-12 15:45;2022-10-12 16:36;"Cybex Tricep Pushdown";36;11;"";;;;Triceps;"Lunch 3";82.2
2022-10-11 17:06;2022-10-11 18:08;"Bulgarian Split Squat i Smith";40;14;"";;;;Quads & Glutes;"Lunch 2";82.05
2022-10-11 17:06;2022-10-11 18:08;"Bulgarian Split Squat i Smith";40;11;"Höger först, stången = 10kg (?)";;;;Quads & Glutes;"Lunch 2";82.05
2022-10-11 17:06;2022-10-11 18:08;"Bulgarian Split Squat i Smith";40;9;"";;;;Quads & Glutes;"Lunch 2";82.05
2022-10-11 17:06;2022-10-11 18:08;"Bulgarian Split Squat i Smith";40;7;"";;;;Quads & Glutes;"Lunch 2";82.05
2022-10-11 17:06;2022-10-11 18:08;"Technogym Seated Leg Curl";40;18;"";;;;Hamstrings;"Lunch 2";82.05
2022-10-11 17:06;2022-10-11 18:08;"Technogym Seated Leg Curl";40;13;"";;;;Hamstrings;"Lunch 2";82.05
2022-10-11 17:06;2022-10-11 18:08;"Technogym Seated Leg Curl";40;11;"";;;;Hamstrings;"Lunch 2";82.05
2022-10-11 17:06;2022-10-11 18:08;"Technogym Seated Leg Curl";40;10;"";;;;Hamstrings;"Lunch 2";82.05
2022-10-11 17:06;2022-10-11 18:08;"Overhead Press";40;10;"";;;;Delts;"Lunch 2";82.05
2022-10-11 17:06;2022-10-11 18:08;"Overhead Press";40;8;"";;;;Delts;"Lunch 2";82.05
2022-10-11 17:06;2022-10-11 18:08;"Overhead Press";40;6;"";;;;Delts;"Lunch 2";82.05
2022-10-11 17:06;2022-10-11 18:08;"Lateral Dumbbell Raise";7;16;"";;;;Delts;"Lunch 2";82.05
2022-10-11 17:06;2022-10-11 18:08;"Lateral Dumbbell Raise";7;13;"";;;;Delts;"Lunch 2";82.05
2022-10-11 17:06;2022-10-11 18:08;"Lateral Dumbbell Raise";7;11;"";;;;Delts;"Lunch 2";82.05
2022-10-11 17:06;2022-10-11 18:08;"Lateral Dumbbell Raise";7;10;"";;;;Delts;"Lunch 2";82.05
2022-10-10 12:08;2022-10-10 12:57;"Incline Bench Press 30’";62.5;12;"";;;;Chest;"Lunch 1 v4/4";82.35
2022-10-10 12:08;2022-10-10 12:57;"Incline Bench Press 30’";62.5;10;"";;;;Chest;"Lunch 1 v4/4";82.35
2022-10-10 12:08;2022-10-10 12:57;"Incline Bench Press 30’";62.5;8;"";;;;Chest;"Lunch 1 v4/4";82.35
2022-10-10 12:08;2022-10-10 12:57;"Incline Bench Press 30’";62.5;7;"";;;;Chest;"Lunch 1 v4/4";82.35
2022-10-10 12:08;2022-10-10 12:57;"Pull Up";0;13;"";;;;Back;"Lunch 1 v4/4";82.35
2022-10-10 12:08;2022-10-10 12:57;"Pull Up";0;10;"";;;;Back;"Lunch 1 v4/4";82.35
2022-10-10 12:08;2022-10-10 12:57;"Pull Up";0;8;"";;;;Back;"Lunch 1 v4/4";82.35
2022-10-10 12:08;2022-10-10 12:57;"Pull Up";0;7;"";;;;Back;"Lunch 1 v4/4";82.35
2022-10-10 12:08;2022-10-10 12:57;"Dips";0;12;"";;;;Triceps;"Lunch 1 v4/4";82.35
2022-10-10 12:08;2022-10-10 12:57;"Dips";0;8;"";;;;Triceps;"Lunch 1 v4/4";82.35
2022-10-10 12:08;2022-10-10 12:57;"Dips";0;7;"";;;;Triceps;"Lunch 1 v4/4";82.35
2022-10-10 12:08;2022-10-10 12:57;"Startrac Biceps Curl";22.3;16;"";;;;Biceps;"Lunch 1 v4/4";82.35
2022-10-10 12:08;2022-10-10 12:57;"Startrac Biceps Curl";22.3;12;"";;;;Biceps;"Lunch 1 v4/4";82.35
2022-10-10 12:08;2022-10-10 12:57;"Startrac Biceps Curl";22.3;10;"";;;;Biceps;"Lunch 1 v4/4";82.35
2022-10-08 12:30;2022-10-08 13:19;"SLDL";110;8;"";;;;Hamstrings;"Lunch 6";82.25
2022-10-08 12:30;2022-10-08 13:19;"SLDL";110;7;"";;;;Hamstrings;"Lunch 6";82.25
2022-10-08 12:30;2022-10-08 13:19;"SLDL";110;5;"";;;;Hamstrings;"Lunch 6";82.25
2022-10-08 12:30;2022-10-08 13:19;"Cable Curl";20;18;"";;;;Biceps;"Lunch 6";82.25
2022-10-08 12:30;2022-10-08 13:19;"Cable Curl";20;13;"";;;;Biceps;"Lunch 6";82.25
2022-10-08 12:30;2022-10-08 13:19;"Cable Curl";20;10;"";;;;Biceps;"Lunch 6";82.25
2022-10-08 12:30;2022-10-08 13:19;"Technogym Leg Extension";55;19;"";;;;Quads & Glutes;"Lunch 6";82.25
2022-10-08 12:30;2022-10-08 13:19;"Technogym Leg Extension";55;15;"Steg 3";;;;Quads & Glutes;"Lunch 6";82.25
2022-10-08 12:30;2022-10-08 13:19;"Technogym Leg Extension";55;13;"";;;;Quads & Glutes;"Lunch 6";82.25
2022-10-07 14:38;2022-10-07 15:40;"Incline Bench Press 30’";60;10;"";;;;Chest;"Lunch 5";
2022-10-07 14:38;2022-10-07 15:40;"Incline Bench Press 30’";60;9;"Över steg 8";;;;Chest;"Lunch 5";
2022-10-07 14:38;2022-10-07 15:40;"Incline Bench Press 30’";60;7;"Fruängen";;;;Chest;"Lunch 5";
2022-10-07 14:38;2022-10-07 15:40;"Incline Bench Press 30’";60;7;"";;;;Chest;"Lunch 5";
2022-10-07 14:38;2022-10-07 15:40;"Startrack Row";50;12;"";;;;Back;"Lunch 5";
2022-10-07 14:38;2022-10-07 15:40;"Startrack Row";50;9;"Bröst: 7 Stol: max";;;;Back;"Lunch 5";
2022-10-07 14:38;2022-10-07 15:40;"Startrack Row";50;9;"";;;;Back;"Lunch 5";
2022-10-07 14:38;2022-10-07 15:40;"Startrack Row";50;8;"";;;;Back;"Lunch 5";
2022-10-07 14:38;2022-10-07 15:40;"Straight Arm Pushdown";41;15;"";;;;Back;"Lunch 5";
2022-10-07 14:38;2022-10-07 15:40;"Straight Arm Pushdown";41;11;"Fruängen, övet hålet över 16";;;;Back;"Lunch 5";
2022-10-07 14:38;2022-10-07 15:40;"Straight Arm Pushdown";41;12;"Höll annorlunda";;;;Back;"Lunch 5";
2022-10-07 14:38;2022-10-07 15:40;"Straight Arm Pushdown";41;11;"";;;;Back;"Lunch 5";
2022-10-07 14:38;2022-10-07 15:40;"Lateral Dumbbell Raise";7;19;"";;;;Delts;"Lunch 5";
2022-10-07 14:38;2022-10-07 15:40;"Lateral Dumbbell Raise";7;14;"";;;;Delts;"Lunch 5";
